,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,date,hour
71,2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,2011-01-04,02
72,2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,2011-01-04,04
73,2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,2011-01-04,05
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,2011-01-04,06
75,2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,2011-01-04,07
76,2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,2011-01-04,08
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,2011-01-04,09
78,2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,2011-01-04,10
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,2011-01-04,11
80,2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,2011-01-04,12
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97,2011-01-04,13
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,2011-01-04,14
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,2011-01-04,15
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,2011-01-04,16
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,2011-01-04,17
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,2011-01-04,18
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,2011-01-04,19
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,2011-01-04,20
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48,2011-01-04,21
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,2011-01-04,22
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,2011-01-04,23
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,6,6,2011-01-05,00
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,2011-01-05,01
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,2011-01-05,02
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,2011-01-05,04
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,2011-01-05,05
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,2011-01-05,06
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,2011-01-05,07
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,2011-01-05,08
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,2011-01-05,09
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,2011-01-05,10
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,2011-01-05,11
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,2011-01-05,12
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,2011-01-05,13
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,2011-01-05,14
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,2011-01-05,15
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,2011-01-05,16
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,2011-01-05,17
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,2011-01-05,18
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,2011-01-05,19
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,2011-01-05,20
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,2011-01-05,21
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,2011-01-05,22
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1,18,19,2011-01-05,23
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,11,11,2011-01-06,00
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4,2011-01-06,01
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,2,2,2011-01-06,02
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,2011-01-06,04
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,2011-01-06,05
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,2011-01-06,06
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,95,95,2011-01-06,07
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,216,219,2011-01-06,08
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,116,122,2011-01-06,09
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3,42,45,2011-01-06,10
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,2011-01-06,11
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84,2011-01-06,12
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,2011-01-06,13
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,2011-01-06,14
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,54,62,2011-01-06,15
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,2011-01-06,16
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,2011-01-06,17
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,2011-01-06,18
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,2011-01-06,19
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,2011-01-06,20
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,2011-01-06,21
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,2011-01-06,22
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,2011-01-06,23
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,2011-01-07,00
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,2011-01-07,01
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,2011-01-07,02
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,2011-01-07,04
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0,5,5,2011-01-07,05
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8,26,34,2011-01-07,06
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,2011-01-07,07
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,2011-01-07,08
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,2011-01-07,09
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,2011-01-07,10
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,2011-01-07,11
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,2011-01-07,12
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,2011-01-07,13
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,2011-01-07,14
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,2011-01-07,15
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,2011-01-07,16
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9,178,187,2011-01-07,17
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,2011-01-07,18
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,2011-01-07,19
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,2011-01-07,20
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,2011-01-07,21
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,2011-01-07,22
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,2011-01-07,23
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,2011-01-08,00
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,2011-01-08,01
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3,13,16,2011-01-08,02
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,2011-01-08,03
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,2011-01-08,04
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,2011-01-08,05
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,2011-01-08,06
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,2011-01-08,07
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,2011-01-08,08
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,2011-01-08,09
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,2011-01-08,10
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,2011-01-08,11
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98,2011-01-08,12
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102,2011-01-08,13
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95,2011-01-08,14
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74,2011-01-08,15
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,2011-01-08,16
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,2011-01-08,17
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,2011-01-08,18
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,2011-01-08,19
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,2011-01-08,20
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,2011-01-08,21
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,2011-01-08,22
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,2011-01-08,23
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,2011-01-09,00
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,2011-01-09,01
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,2011-01-09,02
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,2011-01-09,03
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,2011-01-09,04
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,2011-01-09,05
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,2011-01-09,06
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6,2011-01-09,07
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,2011-01-09,08
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,2011-01-09,09
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,2011-01-09,10
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,2011-01-09,11
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,2011-01-09,12
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,2011-01-09,13
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,2011-01-09,14
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,2011-01-09,15
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,2011-01-09,16
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,2011-01-09,17
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,2011-01-09,18
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,2011-01-09,19
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38,2011-01-09,20
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20,2011-01-09,21
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,5,10,15,2011-01-09,22
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0,6,6,2011-01-09,23
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,2,3,5,2011-01-10,00
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,0,1,2011-01-10,01
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,3,2011-01-10,02
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,1,1,2011-01-10,03
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3,2011-01-10,04
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0,3,3,2011-01-10,05
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,31,31,2011-01-10,06
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,2,75,77,2011-01-10,07
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,4,184,188,2011-01-10,08
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94,2011-01-10,09
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0,31,31,2011-01-10,10
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,2,28,30,2011-01-10,11
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,5,47,52,2011-01-10,12
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54,2011-01-10,13
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,47,47,2011-01-10,14
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,2,43,45,2011-01-10,15
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,4,70,74,2011-01-10,16
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,4,174,178,2011-01-10,17
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1,154,155,2011-01-10,18
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,3,92,95,2011-01-10,19
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,1,73,74,2011-01-10,20
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,1,37,38,2011-01-10,21
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,2,22,24,2011-01-10,22
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,18,18,2011-01-10,23
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,2,10,12,2011-01-11,00
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,3,3,2011-01-11,01
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0,3,3,2011-01-11,02
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,6,6,2011-01-11,05
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,27,27,2011-01-11,06
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,2,97,99,2011-01-11,07
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,3,214,217,2011-01-11,08
240,2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,3,127,130,2011-01-11,09
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,3,51,54,2011-01-11,10
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,4,31,35,2011-01-11,11
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,2,55,57,2011-01-11,12
244,2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,6,46,52,2011-01-11,13
245,2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,3,60,63,2011-01-11,14
246,2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,2,45,47,2011-01-11,15
247,2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,4,72,76,2011-01-11,16
248,2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,6,130,136,2011-01-11,17
249,2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,1,94,95,2011-01-11,18
250,2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,0,51,51,2011-01-11,19
251,2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,0,32,32,2011-01-11,20
252,2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,0,20,20,2011-01-11,21
253,2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,1,28,29,2011-01-11,22
254,2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,1,18,19,2011-01-11,23
255,2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,0,7,7,2011-01-12,00
256,2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,0,6,6,2011-01-12,01
257,2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,0,1,1,2011-01-12,02
258,2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,0,5,5,2011-01-12,05
259,2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,0,16,16,2011-01-12,06
260,2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,54,54,2011-01-12,07
261,2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,3,125,128,2011-01-12,08
262,2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,3,78,81,2011-01-12,09
